text	code	workerid	probid	subid	line	indent
make int n and int arrays a of size maxn, r of size maxn, and l of size maxn	int n, a[maxn], r[maxn], l[maxn];	13	754A	48408556	1	0
declare cmp taking in ints a and b and returning bool	bool cmp(int a, int b) {	13	754A	48408556	2	0
reaturn the result of a > b	return a > b;	13	754A	48408556	3	1
	}	13	754A	48408556	4	0
	int main() {	13	754A	48408556	5	0
read n	cin >> n;	13	754A	48408556	6	1
set l[1] to 1	l[1] = 1;	13	754A	48408556	7	1
make ints sum = 0, k = 1, cnt = 0, and pos	int sum = 0, k = 1, cnt = 0, pos;	13	754A	48408556	8	1
for i = 1 to n	for (int i = 1; i <= n; i++) {	13	754A	48408556	9	1
read a[i]	cin >> a[i];	13	754A	48408556	10	2
set sum to sum + a[i]	sum += a[i];	13	754A	48408556	11	2
if a[i] is equal to 0, increment cnt	if (a[i] == 0) { cnt++; }	13	754A	48408556	12	2
	}	13	754A	48408556	13	1
if n is equal to cnt	if (n == cnt) {	13	754A	48408556	14	1
print "NO"	cout << "NO" << endl;	13	754A	48408556	15	2
	return 0;	13	754A	48408556	16	2
	}	13	754A	48408556	17	1
if sum is not equal to 0	if (sum != 0) {	13	754A	48408556	18	1
show "YES"	cout << "YES" << endl;	13	754A	48408556	19	2
display "1"	cout << "1" << endl;	13	754A	48408556	20	2
output "1", ' ', and n	cout << "1" << ' ' << n << endl;	13	754A	48408556	21	2
else	} else {	13	754A	48408556	22	1
for i = 1 to n	for (int i = 1; i <= n; i++) {	13	754A	48408556	23	2
if a[i] is truthy	if (a[i]) {	13	754A	48408556	24	3
set pos to i	pos = i;	13	754A	48408556	25	4
break loop	break;	13	754A	48408556	26	4
	}	13	754A	48408556	27	3
	}	13	754A	48408556	28	2
display "YES"	cout << "YES" << endl;	13	754A	48408556	29	2
output "2"	cout << "2" << endl;	13	754A	48408556	30	2
show "1", ' ', and pos	cout << "1" << ' ' << pos << endl;	13	754A	48408556	31	2
output pos + 1, ' ', and n	cout << pos + 1 << ' ' << n << endl;	13	754A	48408556	32	2
	}	13	754A	48408556	33	1
	return 0;	13	754A	48408556	34	1
	}	13	754A	48408556	35	0
declare dig with integer x as argument, returning integer	int dig(int x) {	01	685A	42142953	0	0
create integer res with res = 0	int res = 0;	01	685A	42142953	1	1
while x is true	while (x) {	01	685A	42142953	2	1
increment res	res++;	01	685A	42142953	3	2
set x to x / 7	x /= 7;	01	685A	42142953	4	2
	}	01	685A	42142953	5	1
return maximum of 1 and res from function	return max(1, res);	01	685A	42142953	6	1
	}	01	685A	42142953	7	0
declare getmask with integers x, dig as arguments, returning integer	int getmask(int x, int dig) {	01	685A	42142953	8	0
create integer mask with mask = 0	int mask = 0;	01	685A	42142953	9	1
while decrement dig is true	while (dig--) {	01	685A	42142953	10	1
create integer cm with cm = ( 1 bitshift left ( x % 7 ) )	int cm = (1 << (x % 7));	01	685A	42142953	11	2
if ( mask bitwise and cm ), return -1 from function	if ((mask & cm)) return -1;	01	685A	42142953	12	2
set mask to mask bitwise or cm	mask |= cm;	01	685A	42142953	13	2
set x to x / 7	x /= 7;	01	685A	42142953	14	2
	}	01	685A	42142953	15	1
return mask from function	return mask;	01	685A	42142953	16	1
	}	01	685A	42142953	17	0
create integer array msk1 with size 10000000	int msk1[10000000];	01	685A	42142953	18	0
create integer array msk2 with size 10000000	int msk2[10000000];	01	685A	42142953	19	0
	int main() {	01	685A	42142953	20	0
create integers n, m	int n, m;	01	685A	42142953	21	1
read n read m	cin >> n >> m;	01	685A	42142953	22	1
create integer d1 with d1 = result of run dig with n - 1 as argument	int d1 = dig(n - 1);	01	685A	42142953	23	1
create integer d2 with d2 = result of run dig with m - 1 as argument	int d2 = dig(m - 1);	01	685A	42142953	24	1
if d1 + d2 is greater than 7	if (d1 + d2 > 7) {	01	685A	42142953	25	1
print 0 print newline	cout << 0 << endl;	01	685A	42142953	26	2
	return 0;	01	685A	42142953	27	2
	}	01	685A	42142953	28	1
for i = 0 to n exclusive, set msk1[i] to result of run getmask with i, d1 as arguments	for (int i = 0; i < n; i++) { msk1[i] = getmask(i, d1); }	01	685A	42142953	29	1
for i = 0 to m exclusive, set msk2[i] to result of run getmask with i, d2 as arguments	for (int i = 0; i < m; i++) { msk2[i] = getmask(i, d2); }	01	685A	42142953	30	1
create integer ans with ans = 0	int ans = 0;	01	685A	42142953	31	1
for i = 0 to n exclusive	for (int i = 0; i < n; i++) {	01	685A	42142953	32	1
for j = 0 to m exclusive	for (int j = 0; j < m; j++) {	01	685A	42142953	33	2
if msk1[i] is less than 0 or msk2[j] is less than 0, break current loop iteration	if (msk1[i] < 0 || msk2[j] < 0) continue;	01	685A	42142953	34	3
if ( msk1[i] bitwise and msk2[j] ) is 0, increment ans	if ((msk1[i] & msk2[j]) == 0) { ans++; }	01	685A	42142953	35	3
	}	01	685A	42142953	36	2
	}	01	685A	42142953	37	1
print ans print newline	cout << ans << endl;	01	685A	42142953	38	1
	return 0;	01	685A	42142953	39	1
	}	01	685A	42142953	40	0
PI = constant double = acos(-1.0)	const double PI = acos(-1.0);	18	186A	42861714	0	0
eps = constant double = 1e-6	const double eps = 1e-6;	18	186A	42861714	1	0
inf = constant integer = 0x3f3f3f3f	const int INF = 0x3f3f3f3f;	18	186A	42861714	2	0
	int main() {	18	186A	42861714	3	0
str1, str2 = strings	string str1, str2;	18	186A	42861714	4	1
st1 = character array of size 5, st2 = character array of size 5	char st1[5], st2[5];	18	186A	42861714	5	1
counter = integer	int counter;	18	186A	42861714	6	1
read str1, str2	cin >> str1 >> str2;	18	186A	42861714	7	1
counter = 0	counter = 0;	18	186A	42861714	8	1
if the size of str1 is not the size of str2	if (str1.size() != str2.size())	18	186A	42861714	9	1
print NO	cout << "NO" << endl;	18	186A	42861714	10	2
else	else {	18	186A	42861714	11	1
for i = 0 to the size of str1 exclusive	for (int i = 0; i < str1.size(); ++i) {	18	186A	42861714	12	2
if str1[i] is not str2[i]	if (str1[i] != str2[i]) {	18	186A	42861714	13	3
if counter > 2	if (counter > 2) {	18	186A	42861714	14	4
print NO	cout << "NO" << endl;	18	186A	42861714	15	5
	return 0;	18	186A	42861714	16	5
	}	18	186A	42861714	17	4
st1[counter] = str1[i]	st1[counter] = str1[i];	18	186A	42861714	18	4
st2[counter] = str2[i]	st2[counter] = str2[i];	18	186A	42861714	19	4
increase counter by 1	++counter;	18	186A	42861714	20	4
	}	18	186A	42861714	21	3
	}	18	186A	42861714	22	2
if counter > 2, then print NO	if (counter > 2) { cout << "NO" << endl; }	18	186A	42861714	23	2
if counter is 1, then print NO	if (counter == 1) cout << "NO" << endl;	18	186A	42861714	24	2
if counter is 2	if (counter == 2) {	18	186A	42861714	25	2
if st1[0] is st2[1] and st1[1] is st2[0]	if ((st1[0] == st2[1]) && (st1[1]) == st2[0]) {	18	186A	42861714	26	3
print YES	cout << "YES" << endl;	18	186A	42861714	27	4
else	} else	18	186A	42861714	28	3
print NO	cout << "NO" << endl;	18	186A	42861714	29	4
	}	18	186A	42861714	30	2
if counter is 0, then print YES	if (counter == 0) cout << "YES" << endl;	18	186A	42861714	31	2
	}	18	186A	42861714	32	1
	}	18	186A	42861714	33	0
declare string variable s	string s;	54	494A	49047936	0	0
declare ints a, b and c	int a, b, c;	54	494A	49047936	1	0
declare integer variable len	int len;	54	494A	49047936	2	0
	int main() {	54	494A	49047936	3	0
read s	cin >> s;	54	494A	49047936	4	1
create int n = length of s	int n = s.length();	54	494A	49047936	5	1
create an array of ints w with size n + 10	int w[n + 10];	54	494A	49047936	6	1
for integer i = 0 to length of s exclusive	for (int i = 0; i < s.length(); i++) {	54	494A	49047936	7	1
if s[i] is equal to '('	if (s[i] == '(') {	54	494A	49047936	8	2
increment a	a++;	54	494A	49047936	9	3
else if s[i] = '#'	} else if (s[i] == '#') {	54	494A	49047936	10	2
increment len and change w[len] to 1	w[++len] = 1;	54	494A	49047936	11	3
increment b by one	b++;	54	494A	49047936	12	3
else if s[i] = ')'	} else if (s[i] == ')') {	54	494A	49047936	13	2
increment b by one	b++;	54	494A	49047936	14	3
	}	54	494A	49047936	15	2
if b is greater than a	if (b > a) {	54	494A	49047936	16	2
print -1	cout << -1 << endl;	54	494A	49047936	17	3
	return 0;	54	494A	49047936	18	3
	}	54	494A	49047936	19	2
	}	54	494A	49047936	20	1
loop i from length of s - 1 to 0 inclusive counting down	for (int i = s.length() - 1; i >= 0; i--) {	54	494A	49047936	21	1
if s[i] = ')'	if (s[i] == ')') {	54	494A	49047936	22	2
increment c	c++;	54	494A	49047936	23	3
else if s[i] = '('	} else if (s[i] == '(') {	54	494A	49047936	24	2
decrement c by one	c--;	54	494A	49047936	25	3
else if s[i] = '#'	} else if (s[i] == '#') {	54	494A	49047936	26	2
break	break;	54	494A	49047936	27	3
	}	54	494A	49047936	28	2
if c is less than 0	if (c < 0) {	54	494A	49047936	29	2
print -1	cout << -1 << endl;	54	494A	49047936	30	3
	return 0;	54	494A	49047936	31	3
	}	54	494A	49047936	32	2
	}	54	494A	49047936	33	1
increase w[len] by a - b	w[len] += a - b;	54	494A	49047936	34	1
for i = 1 to len inclusive, print w[i]	for (int i = 1; i <= len; i++) { cout << w[i] << endl; }	54	494A	49047936	35	1
	return 0;	54	494A	49047936	36	1
	}	54	494A	49047936	37	0
	int main() {	04	755A	48583336	0	0
n, a, b, i, j =integers	int n, a, b, i, j;	04	755A	48583336	1	1
Read n	cin >> n;	04	755A	48583336	2	1
for i = 1 to 1000 exclusive	for (i = 1; i <= 1000; i++) {	04	755A	48583336	3	1
set a to n * i + 1	a = n * i + 1;	04	755A	48583336	4	2
for j = 2 to a exclusive	for (j = 2; j < a; j++) {	04	755A	48583336	5	2
if a modulo j is 0	if (a % j == 0) {	04	755A	48583336	6	3
print i and a new line	cout << i << endl;	04	755A	48583336	7	4
	return 0;	04	755A	48583336	8	4
	}	04	755A	48583336	9	3
	}	04	755A	48583336	10	2
	}	04	755A	48583336	11	1
	}	04	755A	48583336	12	0
	int main() {	43	1023A	42227128	0	0
let n, m, i, len, flag be ints with flag = 0	int n, m, i, len, flag = 0;	43	1023A	42227128	1	1
s, x, s1, s2 = string	string s, x, s1, s2;	43	1023A	42227128	2	1
read na dn m	cin >> n >> m;	43	1023A	42227128	3	1
read s and x	cin >> s >> x;	43	1023A	42227128	4	1
for i = 0 to n exclusive	for (i = 0; i < n; i++)	43	1023A	42227128	5	1
if s[i] = '*'	if (s[i] == '*') {	43	1023A	42227128	6	2
set flag to 1	flag = 1;	43	1023A	42227128	7	3
exit loop	break;	43	1023A	42227128	8	3
	}	43	1023A	42227128	9	2
if n-1 > m	if (n - 1 > m) {	43	1023A	42227128	10	1
print NO	cout << "NO" << endl;	43	1023A	42227128	11	2
	return 0;	43	1023A	42227128	12	2
	}	43	1023A	42227128	13	1
if flag isn't 0	if (flag) {	43	1023A	42227128	14	1
set s1 to substring form 0 to i of s	s1 = s.substr(0, i);	43	1023A	42227128	15	2
set s2 = substring from i+1 to n-i-1 of s	s2 = s.substr(i + 1, n - i - 1);	43	1023A	42227128	16	2
set len to the length of s2	len = s2.length();	43	1023A	42227128	17	2
if substring of x form 0 to i = s1 and substring of x form m=len to m-i = s2	if (x.substr(0, i) == s1 && x.substr(m - len, m - i) == s2)	43	1023A	42227128	18	2
printYES	cout << "YES" << endl;	43	1023A	42227128	19	3
else	else	43	1023A	42227128	20	2
print NO	cout << "NO" << endl;	43	1023A	42227128	21	3
else	} else {	43	1023A	42227128	22	1
if s = x	if (s == x)	43	1023A	42227128	23	2
print YES	cout << "YES" << endl;	43	1023A	42227128	24	3
else	else	43	1023A	42227128	25	2
print No	cout << "NO" << endl;	43	1023A	42227128	26	3
	}	43	1023A	42227128	27	1
	return 0;	43	1023A	42227128	28	1
	}	43	1023A	42227128	29	0
define function fun	void fun() {	54	802A	28760614	0	0
declare integer variables n and capacity	int n, capacity;	54	802A	28760614	1	1
read n and capacity	cin >> n >> capacity;	54	802A	28760614	2	1
declare int variable count = 0	int count = 0;	54	802A	28760614	3	1
create an array of integers num with size n	int num[n];	54	802A	28760614	4	1
create integer j = 0 and an array of integers lib with size = capacity	int lib[capacity], j = 0;	54	802A	28760614	5	1
loop i from 0 to n exclusive, read num[i]	for (int i = 0; i < n; i++) { cin >> num[i]; }	54	802A	28760614	6	1
loop i from 0 to n exclusive	for (int i = 0; i < n; i++) {	54	802A	28760614	7	1
declare integer variable found = 0	int found = 0;	54	802A	28760614	8	2
if i is equal to 0	if (i == 0) {	54	802A	28760614	9	2
change lib[j] to num[i]	lib[j] = num[i];	54	802A	28760614	10	3
increment count	count++;	54	802A	28760614	11	3
increment j	j++;	54	802A	28760614	12	3
else	} else {	54	802A	28760614	13	2
for k from 0 to j exclusive	for (int k = 0; k < j; k++) {	54	802A	28760614	14	3
if lib[k] = num[i]	if (lib[k] == num[i]) {	54	802A	28760614	15	4
set found to 1	found = 1;	54	802A	28760614	16	5
break	break;	54	802A	28760614	17	5
	}	54	802A	28760614	18	4
	}	54	802A	28760614	19	3
if found = 0	if (found == 0) {	54	802A	28760614	20	3
if j != capacity	if (j != capacity) {	54	802A	28760614	21	4
assign num[i] to lib[j]	lib[j] = num[i];	54	802A	28760614	22	5
increment j by one	j++;	54	802A	28760614	23	5
increment count by one	count++;	54	802A	28760614	24	5
else	} else {	54	802A	28760614	25	4
new integers min = j - 1, flag, min2 = n - 1, min3 = j - 1, prevmin = -1, min4 = j - 1	int min = j - 1, flag, min2 = n - 1, min3 = j - 1, prevmin = -1, min4 = j - 1;	54	802A	28760614	26	5
create int counter = 0	int counter = 0;	54	802A	28760614	27	5
for x from 0 to j exclusive	for (int x = 0; x < j; x++) {	54	802A	28760614	28	5
set flag to 0	flag = 0;	54	802A	28760614	29	6
for y = i to n exclusive	for (int y = i; y < n; y++) {	54	802A	28760614	30	6
if num[y] = lib[x]	if (num[y] == lib[x]) {	54	802A	28760614	31	7
assign y to min2	min2 = y;	54	802A	28760614	32	8
change min3 to x	min3 = x;	54	802A	28760614	33	8
set flag to 1	flag = 1;	54	802A	28760614	34	8
increment counter by one	counter++;	54	802A	28760614	35	8
stop the loop	break;	54	802A	28760614	36	8
	}	54	802A	28760614	37	7
	}	54	802A	28760614	38	6
if flag is equal to 0	if (flag == 0) {	54	802A	28760614	39	6
change min to x	min = x;	54	802A	28760614	40	7
else	} else {	54	802A	28760614	41	6
if prevmin is less than min2	if (prevmin < min2) {	54	802A	28760614	42	7
assign min2 to prevmin	prevmin = min2;	54	802A	28760614	43	8
change min4 to x	min4 = x;	54	802A	28760614	44	8
	}	54	802A	28760614	45	7
	}	54	802A	28760614	46	6
	}	54	802A	28760614	47	5
if counter is equal to j	if (counter == j) {	54	802A	28760614	48	5
assign num[i] to lib[min4]	lib[min4] = num[i];	54	802A	28760614	49	6
else	} else {	54	802A	28760614	50	5
change lib[min] to num[i]	lib[min] = num[i];	54	802A	28760614	51	6
	}	54	802A	28760614	52	5
increment count	count++;	54	802A	28760614	53	5
	}	54	802A	28760614	54	4
	}	54	802A	28760614	55	3
	}	54	802A	28760614	56	2
	}	54	802A	28760614	57	1
print count	cout << count << endl;	54	802A	28760614	58	1
	}	54	802A	28760614	59	0
	int main() {	54	802A	28760614	60	0
call method fun()	fun();	54	802A	28760614	61	1
	return 0;	54	802A	28760614	62	1
	}	54	802A	28760614	63	0
declare constant long long MAX_N = 1e7	const long long MAX_N = 1e7;	01	787A	48437522	0	0
declare solve with no arguments, returning void	void solve() {	01	787A	48437522	1	0
declare long long a, b, c, d	long long a, b, c, d;	01	787A	48437522	2	1
read a, b, c, d	cin >> a >> b >> c >> d;	01	787A	48437522	3	1
declare answer = -1 as long long	long long answer = -1;	01	787A	48437522	4	1
for x = 0 to MAX_N inclusive	for (long long x = 0; x <= MAX_N; x++) {	01	787A	48437522	5	1
declare temp = b + a * x - d as long long	long long temp = b + a * x - d;	01	787A	48437522	6	2
if temp is greater than or equal to 0 and temp % c is 0	if (temp >= 0 and temp % c == 0) {	01	787A	48437522	7	2
let answer be temp + d	answer = temp + d;	01	787A	48437522	8	3
end loop	break;	01	787A	48437522	9	3
	}	01	787A	48437522	10	2
	}	01	787A	48437522	11	1
print answer, newline	cout << answer << endl;	01	787A	48437522	12	1
	}	01	787A	48437522	13	0
	int main() {	01	787A	48437522	14	0
declare integer t = 1	int t = 1;	01	787A	48437522	15	1
while decrement t is true, run solve	while (t--) solve();	01	787A	48437522	16	1
	return 0;	01	787A	48437522	17	1
	}	01	787A	48437522	18	0
	int main() {	02	89A	35128343	0	0
let i, n, m, k be long integers , arr = array of long integers of length 100000	long long int i, n, m, k, arr[100000];	02	89A	35128343	1	1
let ans be a long integer with ans = INFINITY	long long int ans = INFINITY;	02	89A	35128343	2	1
read n, m, k	cin >> n >> m >> k;	02	89A	35128343	3	1
for i = 0 to n exclusive , read arr[i]	for (i = 0; i < n; i++) { cin >> arr[i]; }	02	89A	35128343	4	1
if n modulo 2 is equal to 0 or (n / 2) + 1 is greater than m	if (n % 2 == 0 || (n / 2) + 1 > m) {	02	89A	35128343	5	1
print 0 and newline	cout << "0" << endl;	02	89A	35128343	6	2
else do the following	} else {	02	89A	35128343	7	1
for i = 0 to n exclusive, i is incremented by 2 , ans is equal to minimum of ans, arr[i]	for (i = 0; i < n; i += 2) { ans = min(ans, arr[i]); }	02	89A	35128343	8	2
let s be a long integer with s = m / ((n / 2) + 1)	long long s = m / ((n / 2) + 1);	02	89A	35128343	9	2
ans is equal to minimum of ans, s * k	ans = min(ans, s * k);	02	89A	35128343	10	2
print ans and new line	cout << ans << endl;	02	89A	35128343	11	2
	}	02	89A	35128343	12	1
	return 0;	02	89A	35128343	13	1
	}	02	89A	35128343	14	0
mod = const int with mod = 1e9 + 7	const int mod = 1e9 + 7;	10	121A	39862176	0	0
eps = const double with eps = 1e-6	const double eps = 1e-6;	10	121A	39862176	1	0
q = long long vcector	vector<long long> q;	10	121A	39862176	2	0
in function dfs taking long long x	void dfs(long long x) {	10	121A	39862176	3	0
if x >= 10000000005 return	if (x >= 10000000005) { return; }	10	121A	39862176	4	1
append x to q	q.push_back(x);	10	121A	39862176	5	1
call dfs of x * 10 + 4	dfs(x * 10 + 4);	10	121A	39862176	6	1
call dfs of x * 10 + 7	dfs(x * 10 + 7);	10	121A	39862176	7	1
	}	10	121A	39862176	8	0
	int main() {	10	121A	39862176	9	0
l, r = long long	long long l, r;	10	121A	39862176	10	1
call dfs of 0	dfs(0);	10	121A	39862176	11	1
sort q	sort(q.begin(), q.end());	10	121A	39862176	12	1
loop while reading l then r	while (cin >> l >> r) {	10	121A	39862176	13	1
ans_l, ans_r = long long with ans_l = 0 and ans_r = 0	long long ans_l = 0, ans_r = 0;	10	121A	39862176	14	2
len = int with len = size of q	int len = q.size();	10	121A	39862176	15	2
for i = 1 to len inclusive	for (int i = 1; i <= len; i++) {	10	121A	39862176	16	2
if q[i] <= l - 1	if (q[i] <= l - 1) {	10	121A	39862176	17	3
increment ans_l by (q[i] - q[i - 1]) * q[i]	ans_l += (q[i] - q[i - 1]) * q[i];	10	121A	39862176	18	4
else	} else {	10	121A	39862176	19	3
increment ans_l by (l - 1 - q[i - 1]) * q[i]	ans_l += (l - 1 - q[i - 1]) * q[i];	10	121A	39862176	20	4
break	break;	10	121A	39862176	21	4
	}	10	121A	39862176	22	3
	}	10	121A	39862176	23	2
for i = 1 to len inclusive	for (int i = 1; i <= len; i++) {	10	121A	39862176	24	2
if q[i] <= r	if (q[i] <= r) {	10	121A	39862176	25	3
increment ans_r by (q[i] - q[i - 1]) * q[i]	ans_r += (q[i] - q[i - 1]) * q[i];	10	121A	39862176	26	4
else	} else {	10	121A	39862176	27	3
increment ans_r by (r - q[i - 1]) * q[i]	ans_r += (r - q[i - 1]) * q[i];	10	121A	39862176	28	4
break	break;	10	121A	39862176	29	4
	}	10	121A	39862176	30	3
	}	10	121A	39862176	31	2
print ans_r - ans_l	cout << ans_r - ans_l << endl;	10	121A	39862176	32	2
	}	10	121A	39862176	33	1
	return 0;	10	121A	39862176	34	1
	}	10	121A	39862176	35	0
create new constant integer MAX_N = 50	const int MAX_N = 50;	54	193A	19155767	0	0
new integer constant MAX_M with value 50	const int MAX_M = 50;	54	193A	19155767	1	0
define new 2d array of integers v with size MAX_N by MAX_M	int v[MAX_N][MAX_M];	54	193A	19155767	2	0
define new 2d array of integers u MAX_N by MAX_M elements	int u[MAX_N][MAX_M];	54	193A	19155767	3	0
define new integers n and m	int n, m;	54	193A	19155767	4	0
void function dfs with int arguments x, y and first	void dfs(int x, int y, int first = 0) {	54	193A	19155767	5	0
if first is false, assign the new value = 1 to u[y][x]	if (!first) u[y][x] = 1;	54	193A	19155767	6	1
if x > 0 and v[y][x - 1] is true and u[y][x - 1] is false, call dfs(x - 1, y)	if (x > 0 && v[y][x - 1] && !u[y][x - 1]) dfs(x - 1, y);	54	193A	19155767	7	1
